title,age_rating,duration_min,genre,budget,revenue,platform
Maidentrip,G,81.0,"Action, Adventure, Documentary and Educational",201316093.77,669986495.51,Prime Video
Mahanati (Telugu),PG,171.0,Drama,1120061.66,501503.87,Prime Video
Magical Playtime with Mila and Morphle,G,49.0,"Animation, Family and Children",241961459.59,805910580.08,Prime Video
Maggie's War,13+,57.0,Documentary and Educational,24695632.23,79341681.17,Prime Video
Mafia: Chapter 1,13+,111.0,Action,58255394.86,191570465.95,Prime Video
"Made in Mexico (Spanish Language, No Subtitles)",NR,21.0,Musicals,116484682.19,386297771.66,Prime Video
Madame Behave,NR,55.0,"Comedy, Drama",145972763.18,484910253.84,Prime Video
Madame,NR,92.0,"Comedy, Drama",107143539.63,355059616.3,Prime Video
Mad To The Max: Hoon Nation,NR,87.0,Documentary and Educational,96892937.33,320780093.77,Prime Video
Mad to be Normal,16+,105.0,"Comedy, Drama",289210887.61,963919620.47,Prime Video
Maayavan,13+,126.0,"International, Sci-Fi, Thriller",192832324.69,641615523.28,Prime Video
Luv Ka The End,18+,107.0,"Comedy, Drama, International",8006453.65,23530612.07,Prime Video
Lusitania,16+,91.0,"Action, Drama",129622596.62,430232890.85,Prime Video
Lucy and Desi: A Home Movie,13+,109.0,Documentary and Educational,91135399.74,301526040.79,Prime Video
Lucifer (Telugu),13+,172.0,"Action, Drama",227757046.71,758408933.11,Prime Video
Lucifer (Tamil),13+,173.0,"Action, Drama",182198135.75,606053230.55,Prime Video
Lucifer (Malayalam),13+,172.0,"Action, Drama",171523439.84,570355476.58,Prime Video
Loyalty And Respect,18+,83.0,"Action, Drama, Thriller",17019391.32,53671201.95,Prime Video
Low Tide (4K UHD),R,86.0,"Action, Documentary and Educational, Drama, Entertainment",43009203.93,140584959.89,Prime Video
Loveyatri - The Journey of Love,13+,133.0,"Comedy, International, Romance",187142269.47,622587141.27,Prime Video
Love's Kitchen,13+,90.0,"Comedy, Romance",63139328.6,207903059.07,Prime Video
"Love, Kennedy",PG,92.0,Diversity,151716953.84,504119672.74,Prime Video
"Love, Hope & Autism",NR,44.0,"Documentary and Educational, Thriller",163919624.12,544927197.86,Prime Video
Love The One You're With,18+,61.0,"Comedy, Diversity",85768649.89,283578839.55,Prime Video
Love Simple,16+,86.0,Drama,284579121.51,948430313.03,Prime Video
Love Liza,R,90.0,"Comedy, Drama",252896767.94,842479860.42,Prime Video
Love Everlasting,16+,94.0,Drama,216989678.78,722401270.28,Prime Video
Love and Hostages,NR,97.0,Comedy,24320166.06,78086067.02,Prime Video
Love aaj Kal Porshu,13+,103.0,Drama,32732875.77,106219406.31,Prime Video
Louisiana Story,18+,80.0,"Adventure, Drama",148341622.41,492832067.73,Prime Video
Lost Holiday,18+,78.0,"Comedy, Drama, Thriller",49053291.41,160797277.86,Prime Video
Lost Child,16+,101.0,"Horror, Thriller",293501373.6,978267636.98,Prime Video
Los sonámbulos,R,108.0,Drama,48397549.97,158604382.0,Prime Video
Lords Of Salem,R,101.0,"Horror, Thriller",146752882.8,487519088.68,Prime Video
Loni Love: America's Sister,18+,60.0,"Comedy, Documentary and Educational, Entertainment, Thriller",109872196.0,364184644.74,Prime Video
Lone Star State of Mind,13+,88.0,"Comedy, Drama",192176540.01,639422482.81,Prime Video
Lola & Virginia (volume 4),NR,49.0,"Animation, Family and Children",39581886.26,129123505.25,Prime Video
Lola & Virginia (volume 2),NR,50.0,"Animation, Family and Children",129664611.98,430373396.4,Prime Video
Loco Love,PG,95.0,"Comedy, Romance",83136804.81,274777562.3,Prime Video
Local Boy,G,140.0,"Action, Drama",266437705.88,887762749.52,Prime Video
Llamageddon,16+,69.0,"Horror, Sci-Fi",13135127.93,40681653.56,Prime Video
Liz Stewart: I'm Crowning,18+,50.0,"Comedy, Documentary and Educational, Entertainment, Thriller",274204520.71,913736121.26,Prime Video
Living Well With Dementia,G,24.0,Thriller,250065247.43,833010839.14,Prime Video
Living and Dying,R,90.0,"Action, Thriller",89973644.22,297640959.37,Prime Video
Live from Lincoln Center: Rodgers and Hammerstein's Carousel,13+,133.0,Documentary and Educational,236997905.75,789311725.61,Prime Video
Little Sweetheart,R,93.0,Thriller,10332854.54,31310438.98,Prime Video
Little Men (1935),PG,77.0,Drama,290092799.54,966868863.74,Prime Video
Little Big Man,13+,139.0,"Adventure, Comedy, Drama",158451887.83,526642283.1,Prime Video
Little Baby Bus And Friends,G,21.0,"Family and Children, Thriller",91681026.79,303350697.96,Prime Video
Little Baby Bum Presents: Boo Boo Song and More Nursery Rhymes!,G,37.0,Family and Children,109412380.57,362646954.27,Prime Video
Little Baby Bum Adventure,G,33.0,Family and Children,20855200.68,66498712.93,Prime Video
Little Baby Bum - Humpty Dumpty and Lots More Kids Songs,G,31.0,Family and Children,296815504.7,989350579.09,Prime Video
Little Baby Bum - Christmas Holiday Songs For Kids,G,26.0,Family and Children,12748291.6,39388015.96,Prime Video
"Lisa Loeb, Nursery Rhyme Parade!",G,33.0,Family and Children,196817229.82,654941632.44,Prime Video
Linsanity,13+,89.0,"Documentary and Educational, Sports",133378042.38,442791654.11,Prime Video
Line of Duty,R,99.0,"Action, Adventure",284725949.24,948921326.57,Prime Video
Lincoln@Gettysburg,13+,55.0,Documentary and Educational,74553922.35,246075140.33,Prime Video
Like Blood,18+,81.0,"Drama, Thriller",160093960.36,532133615.26,Prime Video
Lighthouse Island,NR,25.0,"Family and Children, Fantasy, Thriller",145224506.37,482407972.96,Prime Video
Light of My Life,R,120.0,"Drama, Thriller",211157066.77,702896157.41,Prime Video
Life with Murder,13+,95.0,"Documentary and Educational, Thriller",21335059.35,68103430.93,Prime Video
Life With Father - 1947 Color (Digitally Remastered Version),13+,113.0,Comedy,58942949.88,193869751.11,Prime Video
Life Lessons from Little Baby Bum,G,34.0,Family and Children,65154881.21,214643363.61,Prime Video
Life in Color,13+,85.0,"Comedy, Drama, Romance",221707075.7,738176939.77,Prime Video
Life In A Year (4K UHD),13+,107.0,Drama,57552470.2,189219782.46,Prime Video
Lies & Alibis,R,91.0,"Comedy, Drama",172474037.4,573534414.71,Prime Video
LICKS,18+,96.0,Drama,65357902.33,215322296.12,Prime Video
Liberty City The Movie,18+,44.0,"Action, Drama, Thriller",258625860.08,861638787.59,Prime Video
Lewis Black: Black to the Future,16+,50.0,"Comedy, Documentary and Educational, Entertainment",282713450.89,942191235.94,Prime Video
Let's Sing Again,PG,68.0,"Documentary and Educational, Entertainment",156029399.51,518541125.64,Prime Video
Let's Go Collegiate,18+,73.0,"Documentary and Educational, Entertainment",106340356.38,352373653.32,Prime Video
Les Savy Fav,NR,55.0,"Documentary and Educational, Entertainment, Musicals",70983274.73,234134369.24,Prime Video
Leo The Last,R,104.0,Drama,15884519.46,49876023.42,Prime Video
Legendary,13+,93.0,Action,81281522.78,268573226.19,Prime Video
Legend,13+,67.0,Documentary and Educational,196616498.2,654270356.37,Prime Video
Leeches,18+,27.0,Drama,160551462.46,533663569.62,Prime Video
Led Zeppelin - Physical Graffiti: A Classic Album Under Review,13+,91.0,Documentary and Educational,283268342.21,944046874.15,Prime Video
"Learn, Sing & Dance with Toddler Fun Learning",G,38.0,Family and Children,119486901.49,396337634.77,Prime Video
Learn with Gecko,G,37.0,"Family and Children, Thriller",208465139.36,693893955.99,Prime Video
Learn With Blippi - Educational Videos For Kids,G,60.0,Family and Children,147307501.5,489373815.2,Prime Video
Learn Numbers with Max the Glow Train and Bill the Monster Truck,G,7.0,Family and Children,154260288.56,512624958.3,Prime Video
Learn Colors With Finger Family And More,G,30.0,Family and Children,81064520.07,267847537.17,Prime Video
Learn Colors and Race Cars with Max the Glow Train and His Friends (Colors and Toys),G,10.0,Family and Children,137030282.28,455005281.76,Prime Video
"Learn Colors & Play with Paint with Max the Glow Train, Jake the Fire Truck and Friends",G,9.0,Family and Children,141764714.11,470837918.51,Prime Video
LAW,16+,120.0,Thriller,212286114.0,706671857.5,Prime Video
Late Bloomers,18+,107.0,"Comedy, Diversity",282251359.76,940645935.19,Prime Video
Last Rampage,R,92.0,"Action, Adventure, Thriller",99467061.97,329388345.35,Prime Video
LANDLINE,R,97.0,Comedy,13617940.11,42296248.53,Prime Video
Lake Effects,13+,96.0,Drama,149392242.52,496345495.99,Prime Video
Ladybugs,13+,90.0,"Comedy, Sports",163793938.31,544506886.02,Prime Video
Lady Valor: The Kristin Beck Story,16+,84.0,"Documentary and Educational, Thriller",51363724.79,168523707.08,Prime Video
Lady in the Death House,18+,59.0,"Drama, Thriller",228378917.28,760488559.82,Prime Video
Lady Behave!,13+,59.0,Comedy,295493803.42,984930615.53,Prime Video
Ladies in Lavender,13+,104.0,"Comedy, Drama, Romance",283786640.39,945780139.54,Prime Video
Laal Kaptaan,18+,153.0,"Action, International",59934705.61,197186328.22,Prime Video
Kung Fu Punch of Death,R,90.0,Action,262733608.73,875375703.58,Prime Video
Kshay,NR,92.0,Drama,211643597.29,704523187.05,Prime Video
KROOS (4K UHD),G,114.0,"Documentary and Educational, Thriller",136700122.58,453901179.15,Prime Video
KROOS,13+,114.0,"Documentary and Educational, Thriller",162642687.3,540656933.23,Prime Video
Know Fear,16+,78.0,Horror,255030452.32,849615214.96,Prime Video
Knockout,G,95.0,Action,144560346.95,480186926.14,Prime Video
Knock Off,R,91.0,"Action, Thriller",112589003.36,373270048.37,Prime Video
Knights of Badassdom,R,86.0,"Action, Comedy, Fantasy",148481000.41,493298168.28,Prime Video
Kingdom of Conquerors,13+,100.0,"Action, Adventure, Drama",174159811.41,579171891.05,Prime Video
King Arthur's Lost Kingdom,NR,55.0,Documentary and Educational,57534218.48,189158746.01,Prime Video
Kindness Matters,PG,102.0,"Diversity, Drama, Family and Children",270371411.35,900917639.49,Prime Video
Kilroy,16+,87.0,"Documentary and Educational, Drama",202581897.7,674219530.13,Prime Video
Killing Oswald,13+,53.0,"Documentary and Educational, Thriller",190347406.28,633305590.45,Prime Video
Kill Order,16+,77.0,Sci-Fi,30749371.63,99586276.56,Prime Video
KiiYii - London Bridge Is Falling Down & More Classic Nursery Rhymes,G,28.0,Family and Children,181648007.51,604213520.78,Prime Video
KiiYii - Learn ABCs 123s & More Nursery Rhymes for Kids,G,30.0,Family and Children,37167238.01,121048566.17,Prime Video
KiiYii - Humpty Dumpty & More Classic Kids Songs,G,26.0,Family and Children,24530604.88,78789805.43,Prime Video
Kids Puppet Show,PG,30.0,"Comedy, Family and Children",158665957.8,527358164.55,Prime Video
Kickboxer 3: The Art of War,R,92.0,"Action, Sports, Thriller",121432874.68,402845255.49,Prime Video
Khuda kasam,13+,123.0,Action,177054270.78,588851389.13,Prime Video
"Kevin Smith: Silent, But Deadly (Extended Edition)",NR,85.0,"Comedy, Documentary and Educational, Entertainment",27677428.25,89313245.84,Prime Video
"Kevin Nealon: Whelmed, But Not Overly",18+,57.0,"Comedy, Documentary and Educational, Entertainment, Thriller",129863935.79,431039964.54,Prime Video
Kevin James Doyle: The 30 Year Old Virgin,18+,81.0,"Comedy, Documentary and Educational, Entertainment",53261227.8,174869236.37,Prime Video
Kevin Hart Presents: Plastic Cup Boyz,18+,83.0,"Comedy, Documentary and Educational, Entertainment, Thriller",296142925.69,987101375.92,Prime Video
Kevin Hart Presents: Keith Robinson - Back of the Bus Funny,18+,68.0,"Comedy, Documentary and Educational, Entertainment, Thriller",168783913.52,561194097.41,Prime Video
Kesari,16+,153.0,"Action, Drama, History",206543621.42,687468117.25,Prime Video
Kentucky Fried Movie,18+,83.0,Comedy,98300065.92,325485738.85,Prime Video
Kathleen Madigan: Madigan Again,18+,65.0,"Comedy, Documentary and Educational, Entertainment, Thriller",29326935.52,94829440.89,Prime Video
Katherine,NR,97.0,Drama,292785387.97,975873275.7,Prime Video
Katha Sangama,13+,154.0,International,86591451.58,286330409.48,Prime Video
Karma,NR,127.0,Thriller,127718647.37,423865804.36,Prime Video
Kapatadhaari (4K UHD),13+,137.0,Thriller,195309312.59,649898935.31,Prime Video
Kapatadhaari,NR,137.0,Thriller,8384492.01,24794827.96,Prime Video
Kanye West: A Higher Power,16+,58.0,Documentary and Educational,243267480.02,810278104.6,Prime Video
Kanji Ishiwara: The Man Who Triggered the War,G,52.0,"Documentary and Educational, Thriller",161436878.82,536624532.21,Prime Video
Kandam,16+,60.0,Sci-Fi,84186938.93,278289365.35,Prime Video
Kalank,13+,166.0,"Drama, International, Romance",19420787.6,61701824.49,Prime Video
Kaka Ji - Son of Royal Sardar,13+,123.0,"Comedy, Drama, Romance",49587026.23,162582165.63,Prime Video
Kadaikutty Singam,G,148.0,"Action, Adventure, Drama",268615123.8,895044355.47,Prime Video
Kabadadaari (4K UHD),16+,137.0,Thriller,206121242.96,686055621.51,Prime Video
Kabadadaari,16+,137.0,Thriller,75720614.77,249976731.46,Prime Video
Kaappaan,13+,164.0,"Action, International",20614628.72,65694204.87,Prime Video
Kaala (Telugu),13+,160.0,"Action, Adventure, International",207493978.4,690646250.86,Prime Video
Kaala (Tamil),13+,161.0,"Action, Adventure, International",172149910.06,572450485.2,Prime Video
Kaala (Malayalam),13+,161.0,"Action, Adventure, Family and Children",121951337.81,404579072.51,Prime Video
Kaafi Filmy,16+,53.0,"Documentary and Educational, Entertainment",109719823.31,363675088.05,Prime Video
K.G.F: Chapter 1 (Telugu),13+,155.0,"Action, International",65827468.5,216892594.5,Prime Video
K.G.F: Chapter 1 (Tamil),13+,155.0,"Action, International",201213765.7,669644295.41,Prime Video
K.G.F: Chapter 1 (Malayalam),13+,154.0,"Action, International",291229740.31,970670960.99,Prime Video
K.G.F: Chapter 1 (Kannada),13+,155.0,"Action, International",53538858.51,175797674.31,Prime Video
Just Friends,18+,84.0,"Comedy, Diversity",179537869.38,597156908.35,Prime Video
Just Charlie,13+,100.0,Drama,127831331.67,424242637.24,Prime Video
Jury Of Our Peers,18+,94.0,Drama,134559927.8,446744052.87,Prime Video
Jurassic Dinosaur Adventures by T-Rex Ranch,G,55.0,"Family and Children, Thriller",76990036.76,254221865.4,Prime Video
Jungle Waterfalls for Kids,G,60.0,"Documentary and Educational, Thriller",247715327.82,825152362.17,Prime Video
Judge Priest,PG,81.0,"Comedy, Drama",146091425.64,485307078.59,Prime Video
Joyride,R,92.0,"Action, Comedy, Documentary and Educational",163478349.81,543451511.61,Prime Video
Journey Through The Stars,G,60.0,"Documentary and Educational, Thriller",92123512.93,304830436.71,Prime Video
Josie & Jack,16+,103.0,Drama,55360731.23,181890284.82,Prime Video
Joshy,R,93.0,Comedy,26687206.07,86001797.16,Prime Video
Josh Blue: Delete,NR,60.0,"Comedy, Documentary and Educational, Entertainment, Thriller",214521623.14,714147729.01,Prime Video
Joseph Israel,NR,42.0,Musicals,59674050.22,196314658.26,Prime Video
Joni,PG,112.0,Drama,207332530.9,690106346.65,Prime Video
Jonas Kaufmann - a global star in private,NR,75.0,Documentary and Educational,117722557.37,390437408.4,Prime Video
Jon Reep: Ginger Beard Man,18+,63.0,"Comedy, Documentary and Educational, Entertainment, Thriller",125316665.5,415833223.51,Prime Video
Johnny Guitar,PG,110.0,Drama,141284071.33,469230578.34,Prime Video
Johnny Frank Garrett's Last Word,18+,95.0,Horror,110944843.93,367771737.28,Prime Video
John Leguizamo: Tales From a Ghetto Klown,NR,51.0,Documentary and Educational,31085373.19,100709915.22,Prime Video
John L. Waller: Striving For Equality,13+,66.0,"Documentary and Educational, Thriller",93579911.19,309700846.82,Prime Video
John Heffron: Middle Class Funny,18+,66.0,"Comedy, Documentary and Educational, Entertainment, Thriller",199456573.85,663767987.26,Prime Video
John Brown's Body,NR,90.0,Musicals,200069536.04,665817823.03,Prime Video
Joey - The Man Who Conquered the TT,NR,57.0,"Documentary and Educational, Sports",86581067.86,286295684.81,Prime Video
Joel McHale: Live from Pyongyang,18+,58.0,"Comedy, Documentary and Educational, Entertainment, Thriller",138570685.34,460156616.3,Prime Video
Joan of Arc,NR,39.0,Musicals,58840721.18,193527883.29,Prime Video
Jimmy Dore: Sentenced To Live,NR,76.0,"Comedy, Documentary and Educational, Entertainment, Thriller",63901252.38,210451044.32,Prime Video
Jim Norton: Please Be Offended,NR,60.0,"Comedy, Documentary and Educational, Entertainment, Thriller",7891079.43,23144783.7,Prime Video
Jim Gaffigan: Noble Ape,13+,68.0,"Comedy, Documentary and Educational, Entertainment, Thriller",269127218.42,896756875.25,Prime Video
Jim Breuer: Let's Clear The Air,18+,63.0,"Comedy, Documentary and Educational, Entertainment, Thriller",64001292.86,210785594.41,Prime Video
Jill-Michele Meleán: White / Latina,18+,62.0,"Comedy, Documentary and Educational, Entertainment, Thriller",69032629.2,227611123.55,Prime Video
Jill Cunniff,NR,41.0,Thriller,84600828.36,279673472.5,Prime Video
Jessica,13+,105.0,Drama,39095013.44,127495330.89,Prime Video
"Jermaine Fowler: Give 'Em Hell, Kid",18+,57.0,"Comedy, Documentary and Educational, Entertainment, Thriller",192139602.07,639298956.89,Prime Video
"Jenny McCarthy's Dirty, Sexy, Funny",18+,59.0,"Comedy, Documentary and Educational, Entertainment, Thriller",23467743.0,75235438.88,Prime Video
Jennifer Aniston: More than Friends,NR,59.0,Documentary and Educational,41126525.47,134289006.08,Prime Video
Jeffrey,R,94.0,"Comedy, Drama",193782261.25,644792250.92,Prime Video
Jeff Garcia: The Ten Dollar Ticket,NR,58.0,"Comedy, Documentary and Educational, Entertainment, Thriller",102558525.52,339726654.42,Prime Video
Jeff Garcia: Low Budget Madness,18+,58.0,"Comedy, Documentary and Educational, Entertainment, Thriller",212676400.18,707977031.92,Prime Video
Jeff Garcia: Livin' the Dream,18+,58.0,"Comedy, Documentary and Educational, Entertainment, Thriller",167669998.66,557469002.2,Prime Video
